SVM,KNN,RF,Review
yes,yes,yes,little scratches on the side but it works fine came on time
yes,yes,yes,Works great on Net 10 here in PR.
yes,yes,yes,"Nice cellphone. I've been using it a lot and I have not had problems at all. I had a S4 before, I have to confess that there are no many differences between S4 and S5."
yes,yes,yes,It is so great. Has a lot of easy ...
yes,yes,yes,"I love this samsung galaxy s5 really everything Is Fine & nothing problem, even the price is fair."
yes,yes,yes,Great phone great price!
no,yes,yes,"LCD screen broke within 4 months of buying it. Its a great phone, I have had one for over 3 years that I got from tmobile. I got one from here and it lasts 4 months? Seems a little odd to me.....AND IF YOU DO BUY THIS THE INSURANCE IS POINTLESS DONT DO IT!!!!!"
no,yes,yes,Phone will not stay charged
no,yes,yes,the phone I received is even better than my original S5. I bought this one because the screen on my original S5 is cracked. I wanted to get another S5 while they are still available as all newer Samsung phones don't allow for the replacement of the battery.
yes,yes,yes,I absolutely love this phone. It was nicely packaged and works great. Was able to use a sim card from Straight Talk to use this phone.
yes,yes,yes,LOVE IT...BUT BROKE DOWN AFTER 2.5 MONTHS OF USE....IT'S A BRAND NEW PHONE WITH NO MENTION OF A WARRENTEE..DUHHH...
no,no,no,I got a defective product
yes,yes,yes,The phone works just like my other S5 did. It has been working great for the last 4 months.
no,no,no,I returned this as it was the wrong phone I ordered. Was as described in original packaging.
no,yes,no,the battery failed within 24 hours
yes,yes,yes,"The battery that came with the phone doesn't last half a day with minimum use from the day I started using it. I bought a similar phone 4 months prior for a friend and it works well, battery lasts a day at least."
no,yes,yes,"Phone was not unlock, could not add sprint services."
yes,yes,yes,Has exceeded all expectations. Just the right size. Takes incredible pictures. Got it to stream movies more than as a phone. Very happy.
yes,yes,yes,"I live in Peru and bought this phone for my son. I found two problems, the first one that it is an ATT iphone and the Android software is pretty old (2014) and it can not be updated without an ATT chip or outside USA, I was expecting the phone with the last version or the previous one at least."
yes,no,yes,It has a defect in its frame. It was not supplied in its original packing. The protecting stamp
yes,yes,yes,"Fits snug on my Galaxy S5. Offers gr3at protection on all corners, feels sleek and good to hold."
no,yes,no,This phone lasted 3 months. I purchased it for an Ethiopian computer software engineering student. The screen went blank and was unable to be fixed. I fully understand the warranty and that I spent $200 or so foolishly but others should be cautious.
no,no,yes,"absolutely hated it,just because it was not unlocked."
no,no,no,"Just bought this phone and it's not unlocked, keeps asking for code, completely wasted my money. Plus when I go online ( using wifi) and try to watch videos it glitches so you can hear it but not see it and the USB cover is chipped."
no,no,no,"barely worked, told it was sim card problem and by the time we tried a new sim card the return date had passed. Don't trust Supreme Deals 18. Buy your phone elsewhere. The phone won't read the sim card."
no,no,no,Camera doesn't work. Seller will not send me email address to return phone and get another. Sad.
yes,yes,yes,Working great. Thank you
yes,yes,yes,working great thus far...i use this with Ting as my carrier
no,no,no,Dosent even turn on came broken
yes,yes,yes,"Very good phone. Arrived in very good state but was missing headsets. And the packaging wasn't very good in terms of protection against shock. But it's a very good phone, totally awesome. Am enjoying it so very much."
yes,yes,yes,To use Bluetooth you have to keep the device within 6 inches. Other than that it is decent but there are many better than this on
yes,no,yes,"Battery runs out too quick, but phone is reliable and fast. Camera is good."
yes,yes,yes,Love this phone. Price was right
yes,yes,yes,Thank you so much
no,yes,yes,Couldn't read SIM card
yes,yes,yes,Amazing phone! I love it.
yes,yes,yes,I got this for my son who is even more techno-phobic (is that even a word??) than I am. He learned to use it very quickly and he is very happy with it. It does the job and is rather intuitive.
no,no,no,"This phone was originally an AT&T phone. It comes UNLOCKED, and hence any BUGS that were later fixed by AT&T are now NOT SUPPORTED. What does that mean? If you put your SIMS card into the phone, you may be lucky enough to CALL OUT, and RECEIVE calls, using your phone carrier."
yes,yes,yes,I can actívate this phone in mexico
yes,yes,yes,"It was a good buy, would recommend it"
yes,yes,yes,Upgrade from samsung 4 . great replacement
yes,yes,yes,The phone is not good
yes,yes,yes,Am very satisfied.
no,no,no,"I purchased this phone in late November of 2016 and now it won't turn on. First off, the charger that came with it never worked. Secondly, I ordered a ""new"" phone but I'm pretty sure the one I received was a used phone because it didn't even look new. It had dents on it."
yes,yes,yes,Awesome quality phone!
yes,yes,yes,Came with the wrong charging cord but luckily we have one already. Phone works great so far.
yes,yes,no,"My problem, with the phone is the numerous AT&T apps loaded into it. I actually expected a non customized phone not AT&T phone."
yes,yes,yes,Another great product at a great price. Great transaction!
yes,yes,yes,Extremely pleased with this phone. My last was a smart phone (not this brand) but nowhere near as good as this! I can now do lots of things I either struggled to or couldn't even do.
yes,yes,yes,Love this phone. It met all my expectations. I added a wireless charger to the phone which works very well.
yes,yes,yes,Nice while it lasted but within 2 weeks it was nonfunctional and unresponsive to professionals attempting to revive it...wound up buying a new S7
no,yes,yes,The phone was unusable
yes,yes,yes,"First, the good things: great camera and the phone is easy to use with many nice features. Not so good: flimsy housing; the port cover has already broken off and the screen is popping off slowly but surely. I've only had the phone a couple of months."
no,no,no,"I have this phone for about a month now.The phone basically is ok.Battery life sucks. A little chat on WhatsApp, and all the charge is gone. Other disappointment was that the charger that came with it doesn't work at all from the beginning (I have been charging with my old charger)."
no,yes,no,"I sent the phone to someone else to use, but I haven't received any complaints."
